Account_ID,Account_Open_Date,Account_Age_Days,Region,Avg_Monthly_Balance_THB,Is_Mule,Total_Inflow_THB,Total_Outflow_THB,Inbound_Count,Outbound_Count,Outflow_Ratio_24h,Counterparty_Diversity,Off_Peak_Frequency,Round_Amount_Ratio
ACC00477,2020-08-16,2080,Bangkok,4551.08,0,36534.15,1987.34,9,3,0.0,1.0,0.0833,0.0
ACC00478,2023-02-18,1164,West,20262.07,0,35110.39,11916.74,9,8,0.0,1.0,0.0588,0.1111
ACC00479,2016-12-11,3424,Northeast,17726.41,0,10550.1,4406.45,6,7,0.0,1.0,0.0769,0.0
ACC00480,2018-10-19,2747,West,5283.19,0,1118.94,1601.09,2,4,0.5457,1.0,0.0,0.0
ACC00481,2024-08-04,631,Northeast,4895.06,0,6767.11,33619.24,9,4,0.2872,1.0,0.0,0.0
ACC00482,2021-01-13,1930,West,22777.8,0,64389.5,6022.1,13,7,0.0543,1.0,0.0,0.3077
ACC00483,2023-06-20,1042,East,31689.72,0,2904.06,3595.62,3,3,0.0,1.0,0.0,0.0
ACC00484,2022-06-16,1411,Central,38730.66,0,2447.33,5620.05,4,5,0.0,1.0,0.0,0.0
ACC00485,2017-10-01,3130,West,36657.29,0,226.16,6865.24,2,6,1.0,1.0,0.0,0.0
ACC00486,2025-09-08,231,Northeast,9619.24,0,13877.62,6333.4,8,6,0.0254,0.875,0.0,0.125
ACC00487,2018-05-18,2901,Bangkok,11701.29,0,4408.28,5915.12,4,5,0.0,1.0,0.0,0.0
ACC00488,2019-08-08,2454,Bangkok,115583.08,0,22647.6,36258.92,5,7,0.0,1.0,0.0,0.2
ACC00489,2020-03-02,2247,Bangkok,63500.29,0,24053.23,4788.32,10,6,0.0211,1.0,0.0625,0.2
ACC00490,2022-07-26,1371,Bangkok,4423.78,0,2821.85,6478.26,2,4,0.0,1.0,0.0,0.0
ACC00491,2019-01-07,2667,Northeast,30372.76,0,2608.89,11394.85,5,7,0.7003,1.0,0.0,0.0
ACC00492,2025-10-21,188,West,15005.66,0,3449.21,7307.61,4,3,0.0,1.0,0.0,0.0
ACC00493,2023-11-18,891,Central,18103.11,0,38325.52,4190.75,8,5,0.0188,1.0,0.0769,0.125
ACC00494,2026-03-28,30,Northeast,4743.09,1,85000.0,70000.0,4,6,0.7647,0.75,0.3,1.0
ACC00495,2018-11-24,2711,Bangkok,4743.39,0,3163.78,13737.71,6,9,0.1721,1.0,0.0,0.0
ACC00496,2016-12-17,3418,Bangkok,72691.37,0,23832.76,6987.67,10,8,0.0438,0.9,0.1667,0.1
ACC00497,2025-02-21,430,Bangkok,8415.3,0,16491.05,2710.88,4,4,0.0,1.0,0.0,0.25
ACC00498,2023-06-28,1034,South,15919.18,0,9638.46,9594.16,8,9,0.4623,1.0,0.0,0.0
ACC00499,2019-05-19,2535,Bangkok,45934.08,0,8629.96,27311.05,10,6,0.0907,1.0,0.0,0.0
ACC00500,2021-09-25,1675,Northeast,116768.25,0,8794.78,6544.84,6,7,0.1574,1.0,0.0,0.0
ACC00501,2024-01-02,846,Central,95468.15,0,4116.76,5996.6,4,5,0.0262,1.0,0.0,0.0
ACC00502,2016-05-17,3632,East,21529.53,0,6939.49,11663.76,7,5,0.372,1.0,0.0833,0.0
ACC00503,2023-03-26,1128,Bangkok,7065.71,0,3694.96,10138.26,3,2,0.0,1.0,0.0,0.0
ACC00504,2019-03-16,2599,Bangkok,22074.45,0,5354.62,1871.19,7,4,0.0,0.8571,0.0,0.0
ACC00505,2023-01-06,1207,Northeast,88815.87,0,17558.65,8142.54,6,6,0.0,1.0,0.0,0.1667
ACC00506,2019-12-30,2310,Central,19183.24,0,4442.29,2107.43,5,3,0.3207,1.0,0.0,0.0
ACC00507,2016-11-18,3447,Bangkok,12527.26,0,11075.36,27728.94,6,4,0.0066,1.0,0.1,0.0
ACC00508,2021-02-27,1885,South,17878.18,0,16201.21,29116.71,9,8,0.4428,1.0,0.0,0.1111
ACC00509,2021-12-12,1597,North,11220.43,0,2130.71,401.69,4,2,0.0,1.0,0.0,0.0
ACC00510,2022-01-29,1549,West,83622.03,0,53934.75,16567.26,7,4,0.0,1.0,0.0,0.1429
ACC00511,2017-11-04,3096,Bangkok,3894.55,0,5605.49,17652.6,6,7,0.6102,1.0,0.0,0.0
ACC00512,2026-01-17,100,Bangkok,31260.6,0,8725.67,1749.22,10,5,0.0427,1.0,0.0,0.0
ACC00513,2023-02-18,1164,Bangkok,70577.88,0,7791.68,6318.13,5,7,0.0432,1.0,0.0,0.0
ACC00514,2021-01-02,1941,Central,8469.88,0,53472.51,2834.46,9,3,0.0,1.0,0.0,0.2222
ACC00515,2022-08-26,1340,Northeast,54289.62,0,2727.88,17370.11,4,4,0.0,1.0,0.0,0.0
ACC00516,2016-12-05,3430,Central,4181.49,0,34360.62,30742.68,7,6,0.8067,1.0,0.0769,0.1429
ACC00517,2024-10-20,554,Northeast,29990.89,0,31588.62,34781.14,4,6,0.0,1.0,0.0,0.25
ACC00518,2026-02-13,73,Northeast,7837.65,0,7315.53,6369.19,2,10,0.1635,1.0,0.0833,0.0
ACC00519,2018-05-20,2899,East,5114.19,0,3764.54,4139.14,6,3,1.0,1.0,0.0,0.0
ACC00520,2017-08-12,3180,Bangkok,3891.61,0,3550.7,47332.99,5,6,0.0,1.0,0.0,0.0
ACC00521,2019-05-17,2537,Bangkok,51520.26,0,8147.44,5829.62,7,6,0.3062,1.0,0.0,0.1429
ACC00522,2023-12-10,869,Northeast,58210.99,0,1045.93,4943.39,3,4,0.0,1.0,0.1429,0.0
ACC00523,2021-04-24,1829,North,64986.39,0,11142.46,6786.17,7,6,0.2247,1.0,0.0769,0.0
ACC00524,2018-06-17,2871,Bangkok,5473.15,0,5413.26,66037.92,4,11,0.2593,1.0,0.0,0.0
ACC00525,2021-05-21,1802,Central,171296.46,0,78825.0,2430.68,8,4,0.0078,1.0,0.0833,0.125
ACC00526,2023-10-19,921,East,30695.86,0,5998.09,2962.19,8,5,0.4344,1.0,0.0,0.0
ACC00527,2022-12-30,1214,Central,10981.16,0,7093.99,6859.7,8,10,0.0941,1.0,0.0556,0.125
ACC00528,2026-03-25,33,Northeast,2421.99,1,115000.0,35000.0,3,4,0.3043,1.0,0.4286,1.0
ACC00529,2023-08-25,976,North,2466.78,0,2417.34,5603.64,5,8,0.5463,1.0,0.0769,0.0
ACC00530,2023-01-17,1196,Bangkok,291798.55,0,6226.88,1767.28,8,5,0.0868,1.0,0.0769,0.0
ACC00531,2018-02-18,2990,East,24213.74,0,20347.25,3295.86,9,4,0.1076,1.0,0.2308,0.1111
ACC00532,2026-03-27,31,East,124638.63,0,2882.74,4398.32,4,6,0.7336,1.0,0.0,0.0
ACC00533,2020-11-24,1980,Central,6787.91,0,3422.18,53406.33,6,6,1.0,1.0,0.0,0.0
ACC00534,2018-09-05,2791,South,17957.88,0,12863.41,3242.09,12,3,0.1273,1.0,0.0,0.0
ACC00535,2023-08-13,988,Central,108686.16,0,4663.26,3095.79,7,5,0.061,1.0,0.0,0.0
ACC00536,2019-07-09,2484,Northeast,69438.76,0,8288.73,9036.43,5,6,0.0,1.0,0.0,0.2
ACC00537,2024-07-08,658,Bangkok,6063.98,0,3052.7,30113.53,6,8,0.0,1.0,0.0,0.0
ACC00538,2020-02-08,2270,Bangkok,43280.48,0,5946.76,282458.36,7,9,1.0,1.0,0.125,0.0
ACC00539,2018-08-17,2810,Bangkok,166085.14,0,5716.09,1676.63,5,2,0.0,1.0,0.0,0.0
ACC00540,2018-02-17,2991,South,10059.67,0,4920.1,3140.66,6,3,0.0,1.0,0.0,0.0
ACC00541,2020-08-02,2094,Bangkok,25228.14,0,2534.87,17195.62,3,6,0.0,1.0,0.1111,0.0
ACC00542,2021-03-18,1866,Bangkok,77938.0,0,8052.86,6223.61,5,7,0.0,1.0,0.0,0.2
ACC00543,2021-12-30,1579,Northeast,2534.18,0,8649.97,8966.93,7,6,0.0,1.0,0.0,0.1429
ACC00544,2016-10-17,3479,Northeast,64727.29,0,2757.2,6873.8,4,4,0.0,1.0,0.0,0.0
ACC00545,2017-02-25,3348,North,20975.14,0,7308.44,1709.84,7,5,0.0,1.0,0.0,0.1429
ACC00546,2021-09-26,1674,Central,3498.43,0,4180.03,27614.26,7,8,1.0,0.8571,0.0667,0.0
ACC00547,2019-07-04,2489,Northeast,9431.13,0,125004.2,26548.28,10,9,0.0093,1.0,0.0526,0.2
ACC00548,2019-03-30,2585,Bangkok,18757.21,0,6774.83,6984.43,6,8,0.033,1.0,0.0714,0.0
ACC00549,2020-04-28,2190,Bangkok,20388.91,0,8311.34,0.0,8,0,0.0,1.0,0.0,0.0
ACC00550,2024-12-09,504,Bangkok,967.72,0,2127.54,2031.37,2,4,0.0,1.0,0.0,0.0
ACC00551,2016-09-12,3514,Bangkok,2513.68,0,396.9,8284.89,3,8,0.0,1.0,0.0,0.0
ACC00552,2024-05-13,714,Bangkok,11252.09,0,14782.68,15390.57,8,8,0.0906,1.0,0.0,0.25
ACC00553,2020-05-24,2164,Bangkok,16184.67,0,7137.47,3711.26,7,9,0.2151,1.0,0.0625,0.0
ACC00554,2019-04-24,2560,Bangkok,5409.24,0,4489.32,5732.08,2,7,0.1193,1.0,0.1111,0.0
ACC00555,2020-08-04,2092,Bangkok,12924.09,0,37383.47,2433.87,9,3,0.0037,1.0,0.0,0.1111
ACC00556,2025-10-31,178,Central,44233.0,0,11515.31,21764.67,10,4,1.0,1.0,0.0,0.1
ACC00557,2018-08-24,2803,Northeast,12616.12,0,4255.11,2539.58,7,4,0.0909,1.0,0.0,0.0
ACC00558,2024-04-19,738,Central,29707.96,0,43627.01,20774.7,7,8,0.0863,1.0,0.0,0.1429
ACC00559,2016-07-03,3585,Bangkok,194152.63,0,3077.42,2606.21,2,5,0.0,1.0,0.0,0.0
ACC00560,2022-03-15,1504,East,19598.26,0,1643.3,23158.68,6,9,1.0,1.0,0.0,0.0
ACC00561,2018-05-25,2894,Bangkok,4522.33,0,18742.24,1283.63,6,3,0.018,1.0,0.0,0.1667
ACC00562,2016-05-08,3641,Central,113903.37,0,3171.11,5878.59,4,7,0.0,1.0,0.0909,0.0
ACC00563,2019-04-02,2582,East,24784.46,0,8163.97,4753.28,8,7,0.1993,1.0,0.1333,0.0
ACC00564,2025-08-24,246,Bangkok,19132.03,0,44446.28,3693.89,8,5,0.0426,1.0,0.0,0.25
ACC00565,2023-12-28,851,West,14648.64,0,32681.84,1638.43,3,5,0.0,1.0,0.0,0.3333
ACC00566,2018-12-14,2691,Northeast,20315.32,0,1543.48,1021.01,2,3,0.0,1.0,0.0,0.0
ACC00567,2020-11-28,1976,Bangkok,8730.29,0,3791.9,4136.47,4,5,0.0,1.0,0.0,0.0
ACC00568,2019-04-18,2566,Bangkok,5182.72,0,53219.32,7279.63,7,5,0.054,1.0,0.0833,0.4286
ACC00569,2017-11-28,3072,Bangkok,12648.19,0,51551.72,3680.14,9,7,0.0115,1.0,0.0,0.2222
ACC00570,2016-12-29,3406,Bangkok,21177.53,0,6359.25,1075.59,8,1,0.0,1.0,0.0,0.0
ACC00571,2021-09-25,1675,Bangkok,36410.31,0,37629.43,9685.87,7,10,0.0779,1.0,0.0,0.0
ACC00572,2016-09-17,3509,Bangkok,10713.66,0,4557.59,5000.92,4,5,0.0596,1.0,0.0,0.0
ACC00573,2026-02-07,79,North,3304.84,1,110000.0,110000.0,3,5,1.0,0.6667,0.25,1.0
ACC00574,2024-12-28,485,Bangkok,11696.41,0,8543.02,1235.44,11,4,0.0484,1.0,0.0667,0.0
ACC00575,2019-03-07,2608,Bangkok,64467.03,0,6412.44,20825.43,6,3,0.0,1.0,0.0,0.0
ACC00576,2018-09-04,2792,North,2971.18,0,5093.63,26447.54,5,6,0.0912,1.0,0.0,0.0
ACC00577,2025-07-11,290,Central,73684.77,0,24547.32,108475.86,8,12,1.0,1.0,0.05,0.125
ACC00578,2017-01-03,3401,Bangkok,42278.43,0,13353.59,3772.95,8,6,0.0257,1.0,0.0714,0.0
ACC00579,2017-08-05,3187,Bangkok,28991.69,0,2124.83,18493.65,4,7,1.0,1.0,0.0909,0.0
ACC00580,2021-11-05,1634,North,34384.98,0,27645.16,6685.4,11,5,0.2021,1.0,0.0,0.0
ACC00581,2022-03-15,1504,South,29017.47,0,6803.24,1320.96,6,1,0.0,1.0,0.0,0.0
ACC00582,2019-04-25,2559,Central,72938.75,0,594.38,7308.84,2,9,0.0,1.0,0.0909,0.0
ACC00583,2023-04-11,1112,Bangkok,455230.77,0,13973.31,7337.55,6,5,0.0364,1.0,0.0909,0.0
ACC00584,2016-10-18,3478,Central,13165.94,0,7166.17,28155.72,5,5,0.0352,1.0,0.1,0.0
ACC00585,2020-12-24,1950,Central,11144.9,0,3375.46,8207.23,2,8,0.2785,1.0,0.1,0.0
ACC00586,2021-02-19,1893,Northeast,59271.28,0,2238.22,7590.78,3,6,0.9878,1.0,0.0,0.0
ACC00587,2023-12-30,849,Bangkok,65836.01,0,2842.22,25004.7,6,10,0.2923,1.0,0.0,0.0
ACC00588,2019-02-02,2641,Northeast,40988.73,0,11991.33,5280.43,4,5,0.0,1.0,0.0,0.25
ACC00589,2024-02-10,807,East,59866.28,0,3365.15,2365.55,1,5,0.0,1.0,0.0,0.0
ACC00590,2023-01-30,1183,West,31629.86,0,1018.69,7227.42,5,7,0.0,1.0,0.0,0.0
ACC00591,2023-06-01,1061,Bangkok,30063.34,0,2623.67,2293.83,5,4,0.1596,1.0,0.1111,0.0
ACC00592,2020-08-02,2094,Central,23288.71,0,8419.32,48707.56,5,7,0.0552,1.0,0.0,0.2
ACC00593,2026-02-16,70,North,36826.6,0,33338.84,2451.38,9,4,0.0268,1.0,0.0,0.1111
ACC00594,2017-08-26,3166,Bangkok,4752.25,0,24969.46,6755.77,7,6,0.0186,1.0,0.0,0.1429
ACC00595,2017-02-22,3351,Bangkok,50283.69,0,33643.97,6166.03,13,8,0.0109,1.0,0.0952,0.0
ACC00596,2017-04-22,3292,Central,3610.18,0,11752.96,17451.18,10,11,0.2985,1.0,0.0,0.0
ACC00597,2017-12-18,3052,Bangkok,5336.51,0,8994.15,2120.81,5,4,0.0,1.0,0.0,0.0
ACC00598,2021-06-26,1766,Bangkok,15211.71,0,2640.28,6796.06,3,8,0.0,1.0,0.1818,0.0
ACC00599,2022-09-19,1316,North,6884.04,0,3288.06,45566.82,5,7,1.0,1.0,0.0,0.0
ACC00600,2020-09-28,2037,Bangkok,129948.67,0,5500.8,144373.62,7,8,1.0,1.0,0.1333,0.0
ACC00601,2024-10-26,548,Bangkok,4397.79,1,363516.0,363500.0,9,20,1.0,0.1111,0.4138,0.7778
ACC00602,2018-05-19,2900,Central,11450.59,0,2409.27,6512.38,5,6,0.7391,1.0,0.0,0.0
ACC00603,2025-10-05,204,Northeast,156523.59,0,3126.19,2852.87,5,3,0.2252,1.0,0.0,0.0
ACC00604,2022-12-14,1230,West,16703.45,0,4788.95,6839.39,7,9,0.0504,1.0,0.0,0.0
ACC00605,2025-07-02,299,Northeast,10833.91,0,12156.05,6046.36,7,7,0.1258,1.0,0.0,0.1429
ACC00606,2020-08-18,2078,West,27356.24,0,1881.48,30985.27,1,6,0.0,1.0,0.0,0.0
ACC00607,2016-11-05,3460,North,17310.18,0,11559.04,2558.73,7,3,0.0265,1.0,0.0,0.0
ACC00608,2019-12-31,2309,Central,18032.5,0,18708.36,4624.18,4,5,0.0729,1.0,0.0,0.25
ACC00609,2018-08-24,2803,Bangkok,4579.82,0,61399.54,290095.18,11,11,0.0495,1.0,0.0455,0.2727
ACC00610,2018-04-08,2941,Central,36813.33,0,31673.42,7039.25,10,9,0.0292,1.0,0.0526,0.1
ACC00611,2025-11-12,166,Central,38412.25,0,9562.25,1081.47,10,2,0.1023,1.0,0.0,0.0
ACC00612,2023-09-23,947,Bangkok,35772.04,0,61447.7,3381.6,5,5,0.0198,1.0,0.0,0.4
ACC00613,2017-07-23,3200,Bangkok,28635.99,0,2258.32,209874.67,5,9,1.0,1.0,0.2857,0.0
ACC00614,2024-09-05,599,South,11158.95,0,2060.57,36918.66,4,8,0.0,1.0,0.0,0.0
ACC00615,2017-09-16,3145,Bangkok,86939.02,0,9476.29,26863.9,9,4,1.0,1.0,0.0,0.0
ACC00616,2023-11-25,884,Bangkok,16829.59,0,2541.68,15135.21,6,10,0.2396,1.0,0.0,0.0
ACC00617,2023-09-18,952,Bangkok,21188.28,0,4849.59,11499.39,5,3,1.0,1.0,0.0,0.0
ACC00618,2023-03-14,1140,East,65396.84,0,41259.29,4117.14,6,5,0.0276,1.0,0.0,0.0
ACC00619,2020-11-18,1986,Bangkok,848.16,0,25861.45,31613.9,6,4,1.0,1.0,0.0,0.1667
ACC00620,2024-10-18,556,Bangkok,51575.63,0,27785.29,7528.63,9,13,0.0883,1.0,0.0455,0.1111
ACC00621,2020-02-06,2272,North,34196.51,0,65803.98,6047.34,8,6,0.0348,1.0,0.0714,0.25
ACC00622,2025-05-19,343,Bangkok,16717.99,0,2275.96,12639.53,3,7,0.0,1.0,0.0,0.0
ACC00623,2025-04-24,368,Bangkok,14269.62,0,8309.75,3980.85,10,3,0.4474,1.0,0.0769,0.0
ACC00624,2025-11-07,171,East,3969.37,0,12804.19,14269.67,3,5,0.9304,1.0,0.0,0.3333
ACC00625,2020-10-09,2026,West,247772.2,0,6288.65,20712.75,5,8,0.0,1.0,0.0769,0.0
ACC00626,2024-03-17,771,Northeast,62051.52,0,32504.47,236415.74,3,16,0.046,1.0,0.2632,0.3333
ACC00627,2020-10-06,2029,East,11685.05,0,39432.54,4760.78,8,5,0.0617,1.0,0.0,0.25
ACC00628,2021-10-21,1649,Bangkok,6639.72,0,4694.36,3400.42,4,4,0.0,1.0,0.0,0.0
ACC00629,2020-05-15,2173,Bangkok,22372.79,0,2398.66,43805.29,4,5,0.5844,1.0,0.0,0.0
ACC00630,2017-03-15,3330,Bangkok,28170.54,0,8293.16,3635.47,8,4,0.1055,1.0,0.0,0.125
ACC00631,2020-09-05,2060,Bangkok,18775.92,0,29751.55,6656.02,9,8,0.1539,1.0,0.0588,0.0
ACC00632,2017-06-20,3233,Bangkok,7677.7,0,7654.58,13055.36,7,7,0.2466,1.0,0.0,0.0
ACC00633,2021-06-13,1779,Bangkok,16271.59,0,5466.22,34767.57,7,6,0.1966,1.0,0.0,0.0
ACC00634,2016-05-11,3638,South,30347.23,0,5153.01,873.48,5,3,0.1052,1.0,0.125,0.0
ACC00635,2018-07-23,2835,Central,7784.83,0,6720.84,2498.93,6,2,0.0,1.0,0.0,0.0
ACC00636,2020-03-22,2227,Bangkok,13394.0,0,1940.21,78348.58,6,10,0.0,1.0,0.0,0.0
ACC00637,2023-07-13,1019,Northeast,20555.22,0,5602.98,34044.48,7,5,0.0,1.0,0.0,0.0
ACC00638,2025-06-12,319,Central,92134.89,0,12712.94,1780.48,9,2,0.1401,1.0,0.1818,0.1111
ACC00639,2024-07-29,637,Bangkok,3373.05,0,10647.58,7803.42,8,5,0.0243,1.0,0.0769,0.0
ACC00640,2022-11-25,1249,Northeast,41042.67,0,5807.08,2354.76,7,2,0.4055,1.0,0.0,0.0
ACC00641,2016-11-05,3460,Bangkok,26383.3,0,19125.66,21679.73,8,9,1.0,1.0,0.0,0.125
ACC00642,2023-03-20,1134,Bangkok,919791.48,0,36921.24,72745.49,10,9,0.0281,1.0,0.0526,0.2
ACC00643,2018-08-25,2802,Northeast,4439.23,0,9291.82,2932.95,4,8,0.1331,1.0,0.0833,0.0
ACC00644,2026-03-16,42,Bangkok,11713.56,0,16657.89,4140.8,8,5,0.0,1.0,0.0769,0.0
ACC00645,2018-06-10,2878,Central,1900.59,0,1270.32,4404.21,2,5,0.9354,1.0,0.1429,0.0
ACC00646,2021-04-13,1840,Bangkok,27717.66,0,9217.97,4954.37,10,7,0.3598,1.0,0.0,0.0
ACC00647,2017-08-06,3186,Northeast,10876.43,0,32952.6,1511.47,9,3,0.0,1.0,0.0,0.2222
ACC00648,2019-11-20,2350,Bangkok,136704.82,0,96582.44,3278.7,9,5,0.0,1.0,0.0714,0.1111
ACC00649,2024-05-16,711,Bangkok,12502.47,0,63756.98,5611.09,6,4,0.0,1.0,0.1,0.0
ACC00650,2022-01-11,1567,Northeast,34609.68,0,48239.22,1247.84,6,4,0.0045,1.0,0.0,0.0
ACC00651,2017-05-20,3264,Bangkok,26085.29,0,6235.03,13053.36,5,7,1.0,1.0,0.1667,0.0
ACC00652,2020-03-13,2236,Northeast,10703.85,0,3669.05,32602.69,2,4,0.0,1.0,0.0,0.0
ACC00653,2024-05-03,724,North,40424.42,0,5671.0,7806.1,5,10,0.0915,1.0,0.0,0.0
ACC00654,2020-08-18,2078,Central,3536.35,0,5163.42,6467.71,7,6,0.0,1.0,0.0,0.0
ACC00655,2023-08-26,975,East,41615.57,0,35229.08,5897.56,5,4,0.0016,1.0,0.0,0.2
ACC00656,2018-12-18,2687,North,4819.34,0,2757.27,2498.5,4,5,0.4709,1.0,0.0,0.0
ACC00657,2023-07-26,1006,Bangkok,5741.6,0,6857.66,1853.72,3,3,0.0,1.0,0.0,0.0
ACC00658,2021-07-26,1736,Bangkok,4648.03,0,3990.69,12357.18,3,7,0.0,1.0,0.0,0.0
ACC00659,2025-11-10,168,Bangkok,2048.45,0,21891.13,21824.6,8,2,0.0833,1.0,0.0,0.125
ACC00660,2026-03-24,34,Bangkok,94134.36,0,3116.05,1022.23,5,3,0.1503,1.0,0.0,0.0
ACC00661,2017-03-30,3315,Bangkok,32031.77,0,22923.88,37042.01,9,9,0.1027,1.0,0.1111,0.1111
ACC00662,2022-04-28,1460,Bangkok,14836.88,0,31140.59,5258.44,9,4,0.1311,1.0,0.0,0.1111
ACC00663,2023-03-06,1148,West,8465.26,0,12754.97,7054.26,6,7,0.0,1.0,0.1538,0.1667
ACC00664,2024-07-30,636,East,2624.97,1,128766.0,108800.0,3,3,0.8768,0.6667,0.3333,0.6667
ACC00665,2020-05-19,2169,Central,41351.61,0,3452.68,4512.69,3,6,0.0,1.0,0.2222,0.0
ACC00666,2020-01-24,2285,Central,46220.05,0,5334.26,27236.24,7,9,0.2655,1.0,0.0,0.0
ACC00667,2016-08-15,3542,Bangkok,338037.99,0,11385.94,1891.22,7,2,0.0,1.0,0.0,0.0
ACC00668,2020-01-04,2305,Central,380482.43,0,3421.01,752.62,4,1,0.0,1.0,0.2,0.0
ACC00669,2019-07-23,2470,Northeast,1040.86,0,15829.07,6845.3,9,8,0.0433,1.0,0.0,0.1111
ACC00670,2022-07-10,1387,Northeast,19647.51,0,18508.36,5584.38,6,7,0.0,1.0,0.0769,0.1667
ACC00671,2016-08-29,3528,Bangkok,8957.32,0,6220.23,35584.48,6,8,0.2103,1.0,0.0,0.0
ACC00672,2017-02-12,3361,East,27024.51,0,7131.13,35048.91,6,5,0.0136,1.0,0.0,0.0
ACC00673,2026-03-10,48,Bangkok,710.0,1,30000.0,30000.0,1,1,1.0,1.0,0.0,1.0
ACC00674,2023-09-16,954,West,56865.62,0,8279.8,8107.03,5,8,0.3592,1.0,0.0,0.0
ACC00675,2024-10-19,555,Northeast,16336.49,0,2249.05,10212.77,5,6,0.2041,1.0,0.0,0.0
ACC00676,2023-06-19,1043,Bangkok,64143.99,0,44306.59,42240.05,8,6,0.0237,1.0,0.0,0.125
ACC00677,2021-11-13,1626,Central,33468.94,0,521.1,27982.99,2,7,0.0,1.0,0.0,0.0
ACC00678,2020-01-22,2287,Northeast,3541.04,0,28526.02,853.86,8,1,0.0299,1.0,0.0,0.125
ACC00679,2016-08-20,3537,Bangkok,21884.26,0,1441.34,45243.89,3,9,0.0,1.0,0.0,0.0
ACC00680,2016-11-04,3461,Bangkok,84747.94,0,7744.13,5819.89,12,7,0.2197,1.0,0.0,0.0
ACC00681,2021-11-06,1633,Bangkok,65688.36,0,30131.36,2108.64,5,4,0.0,1.0,0.1111,0.2
ACC00682,2024-11-03,540,West,12420.98,0,1303.09,43387.16,1,10,1.0,1.0,0.0,0.0
ACC00683,2026-02-24,62,Bangkok,665.99,1,44250.0,44200.0,4,7,0.9989,0.5,0.4545,0.75
ACC00684,2023-03-26,1128,East,22062.96,0,11518.62,42201.05,10,6,1.0,1.0,0.1875,0.1
ACC00685,2019-01-31,2643,Bangkok,46914.87,0,7208.36,3062.94,10,5,0.2329,1.0,0.0,0.0
ACC00686,2023-02-27,1155,East,35167.03,0,11153.89,82490.31,5,7,0.0,1.0,0.0833,0.2
ACC00687,2017-07-13,3210,South,4900.67,0,27142.22,108576.04,5,10,1.0,1.0,0.2,0.2
ACC00688,2025-04-22,370,Northeast,4458.29,0,7867.45,20000.0,10,2,0.0,1.0,0.0,0.0
ACC00689,2025-02-12,439,Northeast,27920.59,0,15247.89,3368.42,2,7,0.0,1.0,0.0,0.5
ACC00690,2017-10-11,3120,Bangkok,32500.14,0,9171.68,1945.95,10,4,0.0,1.0,0.2143,0.0
ACC00691,2021-07-28,1734,Northeast,5417.15,0,29293.04,547.01,6,2,0.0,1.0,0.0,0.1667
ACC00692,2025-06-26,305,West,66144.25,0,93014.47,18682.04,11,7,0.0113,1.0,0.0,0.0909
ACC00693,2020-01-05,2304,West,73313.66,0,5283.73,4648.94,5,6,0.0147,1.0,0.0,0.0
ACC00694,2021-05-09,1814,Bangkok,64819.25,0,35366.2,57840.77,7,9,0.0,1.0,0.0625,0.0
ACC00695,2024-12-28,485,South,5333.0,0,1978.91,2661.96,4,3,0.0,1.0,0.0,0.0
ACC00696,2021-04-22,1831,Central,20672.67,0,1480.52,47129.27,2,11,0.8087,1.0,0.0,0.0
ACC00697,2020-01-01,2308,East,140565.83,0,20903.65,25264.78,12,9,1.0,1.0,0.0952,0.0833
ACC00698,2025-06-23,308,East,32324.55,0,1371.64,7091.72,3,7,0.8188,1.0,0.0,0.0
ACC00699,2025-09-27,212,South,24431.81,0,4395.35,13694.36,4,13,0.0,1.0,0.0588,0.0
ACC00700,2016-07-01,3587,Northeast,6561.73,0,5349.89,4090.54,9,6,0.141,1.0,0.1333,0.0
ACC00701,2019-03-31,2584,Bangkok,5803.7,0,19523.46,9298.27,8,7,0.5484,1.0,0.1333,0.125
ACC00702,2020-10-21,2014,Bangkok,64304.86,0,24588.99,7688.83,8,8,0.1312,1.0,0.0,0.125
ACC00703,2024-10-03,571,Bangkok,71528.9,0,5101.44,8334.59,6,7,0.0149,1.0,0.0,0.0
ACC00704,2020-09-09,2056,Northeast,5150.15,0,2790.87,1616.12,5,5,0.3091,1.0,0.0,0.0
ACC00705,2018-04-28,2921,Bangkok,2116.2,0,11050.49,6703.94,7,6,0.1427,1.0,0.0769,0.0
ACC00706,2021-05-17,1806,Bangkok,38698.07,0,5790.43,8198.74,6,11,0.5002,1.0,0.0,0.0
ACC00707,2019-07-29,2464,North,45661.79,0,42964.08,3726.05,7,4,0.0,1.0,0.0909,0.2857
ACC00708,2023-11-29,880,Northeast,7911.62,0,6078.54,35925.68,7,7,0.0,1.0,0.0,0.0
ACC00709,2022-08-24,1342,North,25663.85,0,6792.68,81843.57,6,4,0.0,1.0,0.1,0.0
ACC00710,2025-03-19,404,South,9466.96,0,3343.98,4921.36,4,3,0.0,1.0,0.2857,0.0
ACC00711,2022-05-26,1432,Bangkok,29748.76,0,25366.55,22028.96,4,4,0.0468,1.0,0.0,0.25
ACC00712,2017-12-08,3062,East,11923.41,0,1051.65,8098.78,1,8,0.0,1.0,0.0,0.0
ACC00713,2025-06-21,310,Northeast,20430.52,0,32593.77,1799.46,4,4,0.0,1.0,0.0,0.25
ACC00714,2020-09-09,2056,Northeast,5909.5,0,20379.06,5516.18,10,9,0.0335,1.0,0.1053,0.2
